,CD8_T_cells,CD4_T_cells,T_regulatory,NK_cells,B_cells,Macrophages_M1,Macrophages_M2,Dendritic_cells,Neutrophils,Mast_cells,Exhaustion,IFN_gamma
TCGA-DV-5573,1.6805184727928821,0.7041983268484847,0.34150335256862774,0.1363327065581557,0.2771022035158907,0.31895576948691673,0.13542494845562572,0.9441111366809567,-0.06095619175016751,-0.39589824082477537,1.4308165368322767,0.7275877354511254
TCGA-CJ-4900,0.43026682974777664,-0.20889950871755025,0.6108952364557283,-0.07390408364452507,0.95475901086284,0.12907549872922935,0.016473025179070216,-0.04662348651695384,-0.0743909252958058,-0.3277424229144496,0.18922848740604645,0.10514604513304468
TCGA-BP-4795,-0.3805265250864812,1.0631983055793297,-0.20326625401904522,-0.032120152554071114,1.3505271176573128,0.10404021545080008,0.72838362321653,1.0365204633844665,0.3396646155878836,1.4458630672634574,-0.7839817622662585,-0.8620940227116659
TCGA-DV-A4W0,-1.021953406647574,-1.2013813700805354,-0.8635495633952796,-0.34437369416019664,-0.6070098033975253,-0.23643923177094783,-0.5994795815904016,-1.089217680874749,-0.7518576699612177,0.5234775480060078,-1.2563410069380139,-0.8220117665717939
TCGA-AK-3440,-2.0276157408998015,-1.830527357122396,-1.6186872579914775,-1.578571796782565,-1.409414239798337,-1.155836577578598,-1.837586963914648,-1.5820423176323173,-1.5257937164279685,-1.3464880877038012,-1.1525739949059688,-1.6275529376801785
TCGA-B0-5705,-0.027312300552556255,-0.05716037914843253,-0.07008806706228159,-0.4213051436259442,-0.18796461850477186,0.03488649790359884,-0.13267831540893202,-0.18175335563120396,0.13169887470310343,0.22221676288690737,0.57284322779386,0.6689110611893705
TCGA-B0-5099,-1.23149774033337,-1.4833654869736306,-1.1821742622865845,-1.0833694860749987,-0.24791243032273838,-0.09118245625585086,-0.7079631630734381,-0.9940881646987906,-1.377463846757968,-0.30749261796581867,-0.9481661840114431,-0.9914590981371127
TCGA-A3-3324,-0.05822517182849709,-0.2793920042392338,-0.45821929240731957,-0.4653457127111441,-0.5183850494517294,-0.0550669993467505,0.03306510310170674,0.3356400722805735,-0.052930018086639115,0.21820856735812555,0.2793527699879059,-0.06628089352238994
TCGA-B8-5545,-0.2147910374520353,0.7120143434426816,0.2887428539763966,0.5320390304791625,0.08321416120676198,0.3862852537878783,1.219718971751444,0.4357745575678124,1.0887494377239222,0.980314688510028,-0.12733894762208192,0.0003018021816149283
TCGA-BP-4343,-0.10271491243236838,0.755827858282061,0.5808723506501731,0.06226049574425109,0.4478672190624214,-0.2486899844065639,0.7300131254640979,0.308163859875284,-0.18655259484871242,0.4246868052728341,0.1711149255599785,0.5101665935010112
TCGA-CJ-4885,-0.7695923658279141,-1.3745738925270974,-1.2448335050307913,-0.7154098952133628,-0.45886501414301517,-0.5958724597033039,-0.8294135536370202,-0.6002899539534802,-0.5540451812999964,-0.07590524830874663,-0.6447989957144923,-0.8248619755771069
TCGA-BP-4985,-1.125895867462631,-0.13140624277470062,-0.3254640812321537,-0.6556357530543412,-0.48379762639271373,0.1756015845909618,-0.08930133692707709,-0.7413681946176626,0.14489932839623834,-0.1907774183108435,-0.7362617161672779,-0.654071242744849
TCGA-B0-4843,-1.0083520150983798,-0.8526700793489246,-0.6663953818783069,-0.521465472159733,-0.48871609751695383,0.11654748364485241,-0.9436033468980234,-0.3175173858034976,0.03757056541324052,0.5400283916196664,-1.3319138593529305,-1.3317007007984838
TCGA-B2-3923,-1.61102447423972,-0.030737748825951206,-0.7229962637413649,-0.07729851721882484,-0.49416087001307946,-0.07867325616254132,-0.14412681780358363,-0.6487324581638786,-0.20711523890807224,0.8244890871383103,-0.8821162008434406,-1.0505325641043104
TCGA-CW-5585,-0.6183032087440219,-1.2735609166403767,-0.9860453396359374,-0.27449402056009353,-0.6926749094420483,-0.8189774030517276,-0.4020762102029764,-0.9869596906522881,-0.37705056035653833,-0.27173360672030605,-0.8254135828850958,-0.8098169892548889
TCGA-B8-A54J,0.5134237470436692,-0.2767417500806735,0.5227107647266579,0.5146976654499715,0.0950281199491955,0.25232960256042547,0.1295694468089519,0.2862743517949473,0.7412944807168976,0.6746758677040332,0.4798416141862341,0.4690319025953803
